	-1
netflix	5.96
be	5.68
about	5.16
and	5.22
it	5.02
solve	6.58
a	5.24
big	6.22
problem	2.98
for	5.22
us	6.26
that	4.94
story	6.48
give	6.54
us	6.26
a	5.24
narrative	6.16
by	4.98
netflix	5.96
have	5.82
be	5.68
around	5.62
long	4.74
enough	5.46
to	4.98
write	5.8
its	4.96
own	6.16
story	6.48
david	5.5
versus	4.8
goliath	-1
and	5.22
it	5.02
be	5.68
look	5.54
like	7.22
david	5.5
might	5.08
have	5.82
a	5.24
shot	2.5
netflix	5.96
have	5.82
grown	6.08
up	6.14
but	4.24
so	5.08
i	5.92
realize	5.84
have	5.82
i	5.92
i	5.92
still	5.14
love	8.42
the	4.98
company	5.44
i	5.92
love	8.42
it	5.02
with	5.72
the	4.98
passion	7.3
only	4.92
a	5.24
parent	7.04
would	5.38
know	6.1
i	5.92
right	6.54
wrong	3.14
dispatch	-1
enemy	2.64
and	5.22
be	5.68
always	6.48
push	4.44
the	4.98
company	5.44
even	5.58
harder	4.44
to	4.98
succeed	7.76
but	4.24
as	5.22
quarterly	5.02
number	5.3
mechanically	-1
come	5.82
and	5.22
go	5.54
each	5.4
successive	6.14
year	5.38
i	5.92
slowly	4.32
realize	5.84
that	4.94
although	4.58
i	5.92
love	8.42
the	4.98
company	5.44
i	5.92
no	3.48
longer	5.18
love	8.42
work	5.24
there	5.1
it	5.02
turn	5.2
out	4.62
that	4.94
i	5.92
do	5.76
know	6.1
what	4.8
i	5.92
like	7.22
and	5.22
what	4.8
i	5.92
m	5.06
good	7.2
at	4.9
and	5.22
it	5.02
wasn	4.63
t	4.84
a	5.24
company	5.44
as	5.22
big	6.22
as	5.22
netflix	5.96
it	5.02
be	5.68
small	4.52
company	5.44
struggle	3.4
to	4.98
find	6.0
their	5.16
way	5.24
it	5.02
be	5.68
newly	6.5
hatch	-1
dream	7.1
for	5.22
which	4.94
no	3.48
one	5.4
have	5.82
yet	4.7
discover	6.84
a	5.24
repeatable	-1
scalable	-1
business	5.94
model	5.8
it	5.02
be	5.68
wad	-1
into	5.04
company	5.44
rife	-1
with	5.72
crisis	2.48
to	4.98
solve	6.58
really	5.84
complex	5.04
problem	2.98
with	5.72
really	5.84
smart	7.48
people	6.16
and	5.22
i	5.92
ll	4.82
blow	4.48
my	6.16
own	6.16
horn	5.18
here	5.48
for	5.22
a	5.24
minute	5.5
i	5.92
m	5.06
pretty	7.32
damn	2.98
good	7.2
at	4.9
it	5.02
every	5.64
startup	-1
have	5.82
hundred	5.82
of	4.94
thing	5.58
go	5.54
wrong	3.14
at	4.9
the	4.98
same	5.36
time	5.74
all	6.22
clamor	-1
for	5.22
attention	5.8
i	5.92
have	5.82
a	5.24
sense	6.3
of	4.94
which	4.94
two	5.4
or	4.98
three	5.72
issue	4.48
be	5.68
the	4.98
critical	3.22
one	5.4
even	5.58
if	4.66
they	5.62
be	5.68
not	3.86
the	4.98
one	5.4
scream	3.14
the	4.98
loud	4.34
but	4.24
they	5.62
be	5.68
the	4.98
issue	4.48
that	4.94
if	4.66
you	6.24
fix	6.28
them	4.92
then	5.34
all	6.22
the	4.98
rest	7.18
will	6.02
take	5.18
care	6.64
of	4.94
itself	5.2
i	5.92
have	5.82
an	4.84
almost	4.7
obsessive	-1
ability	6.68
to	4.98
focus	6.12
on	5.56
those	4.94
singular	5.3
thing	5.58
single	5.12
mindedly	-1
attack	2.42
them	4.92
at	4.9
the	4.98
expense	3.96
of	4.94
everything	5.96
else	4.76
until	4.94
i	5.92
have	5.82
wrestle	-1
them	4.92
to	4.98
the	4.98
ground	5.26
i	5.92
have	5.82
the	4.98
ability	6.68
to	4.98
inspire	7.12
people	6.16
to	4.98
quit	3.9
their	5.16
job	5.96
take	5.18
a	5.24
pay	5.3
cut	3.42
and	5.22
help	6.08
wage	6.44
an	4.84
improbable	-1
battle	2.98
against	3.4
an	4.84
apparently	5.54
implacable	-1
foe	3.5
these	5.1
be	5.68
critical	3.22
skill	6.57
for	5.22
run	5.48
a	5.24
startup	-1
they	5.62
re	4.88
less	4.1
applicable	6.0
to	4.98
run	5.48
a	5.24
company	5.44
with	5.72
hundred	5.82
of	4.94
employee	5.74
and	5.22
million	7.38
of	4.94
subscriber	-1
the	4.98
time	5.74
have	5.82
come	5.82
i	5.92
think	6.2
i	5.92
knew	5.94
that	4.94
for	5.22
a	5.24
while	5.12
after	5.08
the	4.98
ipo	-1
but	4.24
it	5.02
didn	4.8
t	4.84
become	5.7
real	6.78
until	4.94
the	4.98
spring	7.16
of	4.94
when	4.96
i	5.92
ask	5.2
to	4.98
work	5.24
on	5.56
develop	6.26
a	5.24
netflix	5.96
kiosk	-1
with	5.72
mitch	-1
lowe	-1
we	6.38
have	5.82
often	5.68
try	6.02
to	4.98
figure	5.5
out	4.62
how	4.68
to	4.98
compete	5.66
with	5.72
blockbuster	-1
s	5.04
ability	6.68
to	4.98
provide	6.4
immediate	5.6
service	6.0
to	4.98
its	4.96
user	5.48
although	4.58
netflix	5.96
customer	5.66
have	5.82
a	5.24
ready	6.58
supply	5.76
of	4.94
movie	6.84
on	5.56
top	6.76
of	4.94
their	5.16
tv	6.7
that	4.94
be	5.68
as	5.22
close	4.94
to	4.98
instant	6.08
gratification	-1
as	5.22
we	6.38
get	5.92
if	4.66
a	5.24
customer	5.66
later	4.6
decide	5.84
they	5.62
want	5.7
something	5.0
different	5.38
they	5.62
be	5.68
out	4.62
of	4.94
luck	7.26
but	4.24
blockbuster	-1
customer	5.66
could	5.52
just	5.76
drive	6.08
to	4.98
one	5.4
of	4.94
their	5.16
thousand	5.9
of	4.94
store	5.98
instead	4.92
of	4.94
wait	3.74
for	5.22
the	4.98
mail	6.36
it	5.02
be	5.68
our	6.08
achilles	-1
heel	5.29
we	6.38
be	5.68
deathly	-1
afraid	2.66
that	4.94
blockbuster	-1
would	5.38
roll	5.66
out	4.62
a	5.24
blend	5.72
model	5.8
combine	-1
online	6.72
with	5.72
retail	5.9
we	6.38
knew	5.94
that	4.94
would	5.38
be	5.68
compelling	-1
for	5.22
customer	5.66
mitch	-1
lowe	-1
have	5.82
be	5.68
a	5.24
relentless	-1
advocate	5.18
for	5.22
a	5.24
kiosk	-1
solution	6.84
in	5.5
which	4.94
netflix	5.96
subscriber	-1
could	5.52
use	5.64
small	4.52
outpost	-1
of	4.94
the	4.98
service	6.0
to	4.98
rent	3.84
and	5.22
return	5.2
dvd	6.66
well	6.68
before	5.1
join	6.22
netflix	5.96
he	5.42
d	4.72
dream	7.1
of	4.94
develop	6.26
the	4.98
technology	6.74
as	5.22
a	5.24
facet	-1
of	4.94
video	6.48
droid	-1
and	5.22
now	5.9
it	5.02
be	5.68
look	5.54
like	7.22
reed	5.26
be	5.68
amenable	-1
to	4.98
test	4.06
the	4.98
idea	7.06
out	4.62
mitch	-1
and	5.22
i	5.92
found	6.54
a	5.24
great	7.88
site	5.32
for	5.22
the	4.98
test	4.06
in	5.5
la	5.0
vega	-1
i	5.92
told	5.08
reed	5.26
and	5.22
i	5.92
m	5.06
think	6.2
i	5.92
should	5.24
be	5.68
there	5.1
with	5.72
him	5.54
i	5.92
need	4.84
to	4.98
focus	6.12
on	5.56
this	5.06
maybe	4.7
even	5.58
exclusively	6.12
that	4.94
s	5.04
fine	6.74
reed	5.26
say	5.54
we	6.38
can	5.62
move	5.72
all	6.22
of	4.94
your	5.6
front	5.58
end	4.36
stuff	5.58
over	4.82
to	4.98
neil	5.0
combine	-1
the	4.98
project	5.74
manager	5.02
and	5.22
the	4.98
front	5.58
end	4.36
engineer	6.3
under	4.6
a	5.24
single	5.12
person	5.54
will	6.02
probably	5.64
work	5.24
well	6.68
for	5.22
everyone	6.12
but	4.24
if	4.66
this	5.06
doesn	4.71
t	4.84
work	5.24
i	5.92
say	5.54
watch	5.7
reed	5.26
s	5.04
face	6.12
as	5.22
we	6.38
both	5.9
come	5.82
to	4.98
the	4.98
same	5.36
realization	-1
i	5.92
m	5.06
not	3.86
sure	6.32
it	5.02
s	5.04
fair	6.96
to	4.98
neil	5.0
for	5.22
me	6.58
to	4.98
yank	-1
it	5.02
all	6.22
back	5.18
six	5.34
month	5.18
from	5.18
now	5.9
reed	5.26
swallow	5.22
and	5.22
cocked	4.51
his	5.56
head	5.96
well	6.68
he	5.42
say	5.54
i	5.92
guess	5.64
we	6.38
ll	4.82
have	5.82
to	4.98
talk	6.06
about	5.16
severance	-1
just	5.76
in	5.5
case	5.02
there	5.1
be	5.68
an	4.84
awkward	3.62
pause	5.1
and	5.22
then	5.34
i	5.92
couldn	4.49
t	4.84
help	6.08
it	5.02
i	5.92
laugh	8.22
reed	5.26
smile	8.1
warily	-1
i	5.92
mean	3.68
we	6.38
ve	4.92
talk	6.06
about	5.16
this	5.06
i	5.92
say	5.54
we	6.38
both	5.9
knew	5.94
it	5.02
be	5.68
come	5.82
sooner	6.24
or	4.98
later	4.6
and	5.22
it	5.02
be	5.68
true	7.08
reed	5.26
and	5.22
i	5.92
have	5.82
spoken	5.68
often	5.68
about	5.16
how	4.68
i	5.92
be	5.68
feel	5.9
he	5.42
s	5.04
too	5.22
smart	7.48
not	3.86
to	4.98
have	5.82
notice	5.16
that	4.94
my	6.16
skill	6.57
weren	-1
t	4.84
the	4.98
one	5.4
that	4.94
netflix	5.96
would	5.38
be	5.68
need	4.84
in	5.5
the	4.98
year	5.38
ahead	6.08
and	5.22
too	5.22
honest	7.46
to	4.98
hide	4.36
that	4.94
from	5.18
me	6.58
for	5.22
very	6.12
long	4.74
now	5.9
though	4.78
he	5.42
look	5.54
relieve	-1
under	4.6
this	5.06
arrangement	5.86
he	5.42
wouldn	4.4
t	4.84
have	5.82
to	4.98
have	5.82
an	4.84
uncomfortable	-1
conversation	6.24
with	5.72
me	6.58
he	5.42
wouldn	4.4
t	4.84
have	5.82
to	4.98
draft	5.02
up	6.14
another	5.2
powerpoint	-1
craft	6.38
another	5.2
shit	2.5
sandwich	7.06
because	5.0
the	4.98
decision	5.06
wasn	4.63
t	4.84
his	5.56
i	5.92
be	5.68
work	5.24
one	5.4
last	3.74
project	5.74
then	5.34
if	4.66
it	5.02
didn	4.8
t	4.84
work	5.24
i	5.92
be	5.68
leave	4.52
on	5.56
my	6.16
own	6.16
term	4.94
six	5.34
month	5.18
later	4.6
i	5.92
be	5.68
back	5.18
in	5.5
los	4.7
gatos	-1
wear	5.94
the	4.98
new	6.82
medium	5.32
outfit	5.76
one	5.4
last	3.74
time	5.74
or	4.98
at	4.9
least	4.0
a	5.24
version	5.28
of	4.94
it	5.02
i	5.92
d	4.72
kept	5.74
the	4.98
iridescent	-1
blazer	-1
but	4.24
i	5.92
d	4.72
swap	-1
out	4.62
the	4.98
khaki	-1
for	5.22
jean	5.82
and	5.22
the	4.98
moir	-1
shirt	6.26
be	5.68
go	5.54
replace	5.04
by	4.98
a	5.24
t	4.84
shirt	6.26
if	4.66
i	5.92
be	5.68
go	5.54
out	4.62
i	5.92
be	5.68
go	5.54
out	4.62
comfortable	7.32
netflix	5.96
have	5.82
rent	3.84
out	4.62
the	4.98
historic	5.92
los	4.7
gatos	-1
theatre	6.68
for	5.22
my	6.16
go	5.54
away	4.22
party	7.58
the	4.98
little	4.6
company	5.44
that	4.94
go	5.54
month	5.18
without	3.54
an	4.84
office	5.12
ran	5.5
up	6.14
epic	6.3
tab	-1
at	4.9
hobee	-1
s	5.04
and	5.22
conduct	5.14
our	6.08
first	6.82
meeting	5.46
in	5.5
a	5.24
seedy	-1
motel	-1
conference	5.26
room	5.52
be	5.68
now	5.9
too	5.22
big	6.22
to	4.98
assemble	-1
in	5.5
any	5.22
one	5.4
place	5.56
in	5.5
the	4.98
office	5.12
and	5.22
to	4.98
send	5.38
off	4.02
its	4.96
original	6.36
founder	5.88
another	5.2
mass	5.44
gathering	6.48
at	4.9
the	4.98
picnic	-1
table	5.32
wouldn	4.4
t	4.84
do	5.76
instead	4.92
i	5.92
be	5.68
get	5.92
the	4.98
red	5.56
carpet	5.94
treatment	4.42
or	4.98
at	4.9
least	4.0
the	4.98
red	5.56
velvet	6.51
seat	5.86
treatment	4.42
the	4.98
los	4.7
gatos	-1
theatre	6.68
be	5.68
the	4.98
kind	7.24
of	4.94
place	5.56
with	5.72
velvet	6.51
curtain	5.02
on	5.56
the	4.98
wall	4.98
and	5.22
real	6.78
velvet	6.51
on	5.56
the	4.98
seat	5.86
like	7.22
the	4.98
netflix	5.96
office	5.12
it	5.02
have	5.82
a	5.24
popcorn	6.76
machine	5.38
in	5.5
the	4.98
front	5.58
but	4.24
this	5.06
one	5.4
be	5.68
the	4.98
real	6.78
deal	6.32
make	6.0
in	5.5
the	4.98
day	6.24
when	4.96
popcorn	6.76
be	5.68
the	4.98
only	4.92
thing	5.58
you	6.24
could	5.52
buy	6.28
at	4.9
the	4.98
concession	-1
stand	5.6
in	5.5
other	5.04
word	5.56
it	5.02
actually	5.3
work	5.24
as	5.22
i	5.92
walk	6.02
up	6.14
to	4.98
the	4.98
front	5.58
of	4.94
the	4.98
theater	6.96
with	5.72
lorraine	-1
and	5.22
the	4.98
kid	6.84
i	5.92
couldn	4.49
t	4.84
help	6.08
but	4.24
be	5.68
struck	3.5
by	4.98
the	4.98
sheer	-1
size	5.04
of	4.94
the	4.98
company	5.44
now	5.9
people	6.16
be	5.68
spill	4.47
out	4.62
of	4.94
the	4.98
lobby	5.2
and	5.22
onto	5.14
the	4.98
street	5.44
i	5.92
recognize	6.08
most	6.22
but	4.24
not	3.86
all	6.22
of	4.94
them	4.92
wow	7.46
lorraine	-1
say	5.54
i	5.92
knew	5.94
it	5.02
be	5.68
big	6.22
but	4.24
part	4.98
of	4.94
me	6.58
still	5.14
imago	-1
you	6.24
go	5.54
to	4.98
work	5.24
every	5.64
day	6.24
with	5.72
ten	5.44
other	5.04
people	6.16
sit	5.36
on	5.56
our	6.08
old	3.98
din	4.31
room	5.52
chair	5.44
i	5.92
laugh	8.22
but	4.24
she	6.18
be	5.68
right	6.54
thing	5.58
have	5.82
really	5.84
change	5.56
the	4.98
original	6.36
team	6.26
of	4.94
eight	5.3
now	5.9
numbered	-1
in	5.5
the	4.98
hundred	5.82
our	6.08
ipo	-1
have	5.82
instantly	6.36
net	5.96
the	4.98
company	5.44
nearly	5.26
million	7.38
go	5.54
be	5.68
the	4.98
day	6.24
of	4.94
call	5.74
up	6.14
steve	5.38
kahn	-1
or	4.98
my	6.16
mother	7.68
for	5.22
that	4.94
initial	5.42
investment	5.82
from	5.18
my	6.16
mother	7.68
have	5.82
go	5.54
up	6.14
nearly	5.26
a	5.24
hundredfold	-1
she	6.18
bought	6.3
an	4.84
apartment	5.6
on	5.56
the	4.98
upper	5.82
east	5.82
side	5.12
with	5.72
it	5.02
but	4.24
go	5.54
also	5.42
be	5.68
the	4.98
scrappy	-1
underdog	-1
day	6.24
i	5.92
miss	3.64
them	4.92
i	5.92
miss	3.64
the	4.98
late	3.46
night	6.22
and	5.22
early	5.66
morning	6.56
the	4.98
lawn	6.0
chair	5.44
and	5.22
card	5.72
table	5.32
i	5.92
miss	3.64
the	4.98
feel	5.9
of	4.94
all	6.22
hand	5.9
on	5.56
deck	5.44
and	5.22
the	4.98
expectation	-1
that	4.94
every	5.64
day	6.24
you	6.24
d	4.72
be	5.68
work	5.24
on	5.56
a	5.24
problem	2.98
that	4.94
wasn	4.63
t	4.84
strictly	4.35
tie	5.5
to	4.98
your	5.6
job	5.96
description	5.8
i	5.92
d	4.72
felt	5.48
that	4.94
again	5.42
in	5.5
a	5.24
way	5.24
with	5.72
mitch	-1
during	5.2
our	6.08
stay	5.56
in	5.5
la	5.0
vega	-1
we	6.38
d	4.72
have	5.82
a	5.24
blast	4.22
for	5.22
three	5.72
month	5.18
we	6.38
d	4.72
live	6.84
together	6.8
in	5.5
a	5.24
condo	-1
in	5.5
summerlin	-1
a	5.24
community	6.28
west	5.68
of	4.94
vega	-1
near	5.72
red	5.56
rock	6.14
canyon	-1
we	6.38
d	4.72
set	5.58
up	6.14
a	5.24
prototype	-1
kiosk	-1
in	5.5
a	5.24
smith	5.1
s	5.04
supermarket	-1
a	5.24
few	4.5
block	4.02
from	5.18
the	4.98
condo	-1
offering	6.32
instantaneous	-1
rental	4.9
for	5.22
netflix	5.96
subscriber	-1
in	5.5
true	7.08
netflix	5.96
fashion	6.36
we	6.38
hadn	4.52
t	4.84
actually	5.3
built	6.24
an	4.84
electronic	6.4
interface	5.49
for	5.22
customer	5.66
to	4.98
use	5.64
instead	4.92
we	6.38
d	4.72
just	5.76
employ	6.34
our	6.08
usual	5.22
validation	-1
hack	-1
we	6.38
built	6.24
a	5.24
miniature	-1
store	5.98
inside	5.4
the	4.98
supermarket	-1
where	5.02
netflix	5.96
subscriber	-1
could	5.52
pick	5.6
from	5.18
a	5.24
selection	5.96
of	4.94
dvd	6.66
and	5.22
return	5.2
movie	6.84
from	5.18
their	5.16
queue	-1
mitch	-1
have	5.82
use	5.64
a	5.24
shaper	-1
in	5.5
santa	6.8
cruz	-1
to	4.98
build	6.22
a	5.24
netflix	5.96
express	6.04
sign	5.66
make	6.0
from	5.18
a	5.24
surfboard	-1
and	5.22
we	6.38
d	4.72
hung	4.08
it	5.02
from	5.18
the	4.98
ceiling	5.47
of	4.94
our	6.08
little	4.6
store	5.98
we	6.38
weren	-1
t	4.84
test	4.06
whether	4.92
or	4.98
not	3.86
a	5.24
computer	7.24
kiosk	-1
could	5.52
work	5.24
we	6.38
be	5.68
test	4.06
how	4.68
customer	5.66
would	5.38
use	5.64
one	5.4
would	5.38
they	5.62
pick	5.6
movie	6.84
up	6.14
bring	5.3
movie	6.84
back	5.18
just	5.76
add	5.9
to	4.98
their	5.16
queue	-1
we	6.38
d	4.72
spent	4.76
a	5.24
lot	5.78
of	4.94
time	5.74
in	5.5
the	4.98
supermarket	-1
that	4.94
summer	6.4
usually	5.66
at	4.9
night	6.22
in	5.5
the	4.98
summer	6.4
that	4.94
s	5.04
when	4.96
people	6.16
in	5.5
vega	-1
go	5.54
grocery	6.16
shopping	7.1
it	5.02
s	5.04
too	5.22
hot	5.02
during	5.2
the	4.98
day	6.24
and	5.22
people	6.16
work	5.24
weird	4.2
hour	5.32
at	4.9
the	4.98
casino	6.04
at	4.9
one	5.4
in	5.5
the	4.98
morning	6.56
we	6.38
d	4.72
watch	5.7
the	4.98
cocktail	-1
waitress	-1
dealer	4.72
and	5.22
stripper	-1
try	6.02
to	4.98
use	5.64
our	6.08
pseudo	-1
kiosk	-1
we	6.38
d	4.72
wander	5.12
the	4.98
aisle	-1
with	5.72
clipboard	-1
ask	5.2
question	4.98
about	5.16
how	4.68
they	5.62
felt	5.48
about	5.16
be	5.68
able	6.56
to	4.98
return	5.2
and	5.22
rent	3.84
movie	6.84
at	4.9
the	4.98
grocery	6.16
store	5.98
if	4.66
they	5.62
weren	-1
t	4.84
netflix	5.96
customer	5.66
we	6.38
try	6.02
to	4.98
convince	5.78
them	4.92
to	4.98
sign	5.66
up	6.14
and	5.22
if	4.66
they	5.62
didn	4.8
t	4.84
want	5.7
to	4.98
we	6.38
listen	5.94
to	4.98
their	5.16
reason	5.54
why	4.98
we	6.38
learn	6.7
a	5.24
lot	5.78
most	6.22
importantly	-1
though	4.78
we	6.38
learn	6.7
that	4.94
the	4.98
kiosk	-1
idea	7.06
be	5.68
a	5.24
winner	7.78
people	6.16
love	8.42
it	5.02
i	5.92
be	5.68
sad	2.38
when	4.96
the	4.98
three	5.72
month	5.18
in	5.5
nevada	-1
be	5.68
over	4.82
i	5.92
d	4.72
grown	6.08
accustom	-1
to	4.98
go	5.54
mountain	6.4
biking	-1
in	5.5
the	4.98
predawn	-1
hour	5.32
take	5.18
early	5.66
even	5.58
hike	-1
with	5.72
mitch	-1
or	4.98
just	5.76
sit	5.36
around	5.62
the	4.98
desert	4.4
condo	-1
pool	6.78
in	5.5
the	4.98
afternoon	5.98
talk	6.06
about	5.16
business	5.94
and	5.22
life	7.32
mitch	-1
be	5.68
excite	-1
to	4.98
show	6.24
our	6.08
finding	5.8
to	4.98
reed	5.26
he	5.42
thought	6.38
that	4.94
the	4.98
test	4.06
have	5.82
proven	-1
that	4.94
kiosk	-1
could	5.52
be	5.68
an	4.84
intermediary	-1
solution	6.84
to	4.98
our	6.08
immediacy	-1
problem	2.98
when	4.96
one	5.4
day	6.24
shipping	5.46
wasn	4.63
t	4.84
fast	6.44
enough	5.46
maybe	4.7
a	5.24
kiosk	-1
could	5.52
bridge	5.86
the	4.98
gap	4.92
but	4.24
upon	5.34
our	6.08
return	5.2
to	4.98
california	6.08
reed	5.26
hadn	4.52
t	4.84
agree	6.7
it	5.02
s	5.04
expensive	3.54
he	5.42
d	4.72
say	5.54
once	4.94
you	6.24
go	5.54
kiosk	-1
you	6.24
re	4.88
in	5.5
the	4.98
hardware	-1
business	5.94
and	5.22
you	6.24
ll	4.82
have	5.82
to	4.98
hire	6.5
and	5.22
manage	5.74
a	5.24
whole	5.88
fleet	5.04
of	4.94
people	6.16
all	6.22
over	4.82
the	4.98
country	6.28
to	4.98
stock	5.8
the	4.98
kiosk	-1
it	5.02
s	5.04
a	5.24
good	7.2
idea	7.06
but	4.24
our	6.08
focus	6.12
be	5.68
well	6.68
spent	4.76
on	5.56
our	6.08
core	5.38
business	5.94
the	4.98
canada	5.98
principle	6.0
i	5.92
say	5.54
reed	5.26
nod	5.72
it	5.02
s	5.04
a	5.24
great	7.88
principle	6.0
but	4.24
it	5.02
left	4.64
me	6.58
out	4.62
of	4.94
a	5.24
job	5.96
kiosk	-1
be	5.68
a	5.24
no	3.48
go	5.54
that	4.94
meant	5.44
that	4.94
i	5.92
be	5.68
draw	6.44
up	6.14
my	6.16
severance	-1
package	6.22
mitch	-1
for	5.22
his	5.56
part	4.98
use	5.64
the	4.98
test	4.06
from	5.18
our	6.08
three	5.72
month	5.18
in	5.5
vega	-1
to	4.98
start	6.1
another	5.2
little	4.6
company	5.44
you	6.24
might	5.08
have	5.82
heard	5.36
of	4.94
it	5.02
it	5.02
s	5.04
call	5.74
redbox	-1
so	5.08
there	5.1
i	5.92
be	5.68
sit	5.36
onstage	-1
at	4.9
the	4.98
los	4.7
gatos	-1
theatre	6.68
look	5.54
out	4.62
over	4.82
a	5.24
sea	6.94
of	4.94
face	6.12
on	5.56
my	6.16
last	3.74
day	6.24
at	4.9
the	4.98
job	5.96
lorraine	-1
be	5.68
next	5.62
to	4.98
me	6.58
so	5.08
be	5.68
logan	-1
in	5.5
his	5.56
ipo	-1
blazer	-1
and	5.22
loafer	-1
morgan	5.24
be	5.68
try	6.02
to	4.98
keep	5.86
hunter	4.04
five	5.24
year	5.38
old	3.98
now	5.9
and	5.22
much	5.74
more	6.24
mobile	6.36
from	5.18
take	5.18
off	4.02
his	5.56
shoe	5.84
and	5.22
throw	5.0
them	4.92
into	5.04
the	4.98
audience	5.98
she	6.18
wasn	4.63
t	4.84
succeed	7.76
it	5.02
s	5.04
sort	5.28
of	4.94
crazy	4.64
isn	4.86
t	4.84
it	5.02
i	5.92
say	5.54
to	4.98
lorraine	-1
as	5.22
reed	5.26
make	6.0
his	5.56
way	5.24
up	6.14
to	4.98
the	4.98
microphone	5.58
i	5.92
mean	3.68
this	5.06
have	5.82
kind	7.24
of	4.94
be	5.68
our	6.08
life	7.32
for	5.22
the	4.98
last	3.74
seven	5.66
year	5.38
i	5.92
hear	5.84
the	4.98
post	5.48
office	5.12
be	5.68
hire	6.5
lorraine	-1
say	5.54
with	5.72
a	5.24
smile	8.1
they	5.62
need	4.84
a	5.24
guy	5.92
out	4.62
near	5.72
missoula	-1
you	6.24
game	6.92
i	5.92
stifle	-1
a	5.24
laugh	8.22
as	5.22
reed	5.26
clear	6.3
his	5.56
throat	5.0
and	5.22
start	6.1
on	5.56
his	5.56
speech	5.32
it	5.02
be	5.68
in	5.5
true	7.08
reed	5.26
fashion	6.36
concise	-1
but	4.24
it	5.02
be	5.68
also	5.42
heartfelt	6.62
and	5.22
genuine	7.18
he	5.42
give	6.54
a	5.24
miniature	-1
history	5.84
of	4.94
the	4.98
entire	5.88
company	5.44
highlight	-1
my	6.16
role	5.68
in	5.5
the	4.98
early	5.66
day	6.24
he	5.42
spoke	5.8
eloquently	-1
about	5.16
our	6.08
work	5.24
relationship	7.04
and	5.22
how	4.68
it	5.02
have	5.82
evolve	-1
over	4.82
time	5.74
he	5.42
end	4.36
it	5.02
by	4.98
thank	7.4
me	6.58
and	5.22
invite	6.64
several	5.66
of	4.94
my	6.16
colleague	5.78
to	4.98
the	4.98
stage	5.72
what	4.8
follow	5.66
be	5.68
part	4.98
of	4.94
a	5.24
grand	7.06
netflix	5.96
tradition	6.4
you	6.24
know	6.1
how	4.68
some	5.02
people	6.16
say	5.54
they	5.62
want	5.7
their	5.16
funeral	2.1
to	4.98
be	5.68
celebration	8.02
how	4.68
instead	4.92
of	4.94
a	5.24
wake	4.72
they	5.62
want	5.7
a	5.24
parade	6.32
well	6.68
that	4.94
s	5.04
how	4.68
thing	5.58
be	5.68
at	4.9
netflix	5.96
when	4.96
someone	5.3
left	4.64
the	4.98
company	5.44
the	4.98
party	7.58
wasn	4.63
t	4.84
a	5.24
sad	2.38
occasion	6.26
no	3.48
dirge	-1
be	5.68
played	6.38
instead	4.92
it	5.02
be	5.68
more	6.24
like	7.22
a	5.24
roast	6.5
there	5.1
would	5.38
be	5.68
a	5.24
succession	6.2
of	4.94
speech	5.32
but	4.24
the	4.98
state	5.28
of	4.94
the	4.98
art	6.6
be	5.68
to	4.98
deliver	6.24
your	5.6
farewell	3.86
as	5.22
a	5.24
limerick	-1
that	4.94
even	5.58
the	4.98
limerick	-1
be	5.68
long	4.74
inexpertly	-1
rhyme	6.76
and	5.22
raunchy	-1
i	5.92
have	5.82
to	4.98
cover	5.32
logan	-1
s	5.04
ear	5.54
a	5.24
couple	7.3
of	4.94
time	5.74
but	4.24
i	5.92
be	5.68
cry	1.84
laugh	8.22
eventually	5.28
it	5.02
be	5.68
my	6.16
turn	5.2
my	6.16
speech	5.32
that	4.94
day	6.24
be	5.68
off	4.02
the	4.98
cuff	-1
so	5.08
i	5.92
can	5.62
t	4.84
reproduce	-1
it	5.02
here	5.48
but	4.24
it	5.02
be	5.68
about	5.16
how	4.68
much	5.74
the	4.98
company	5.44
and	5.22
the	4.98
team	6.26
have	5.82
meant	5.44
to	4.98
me	6.58
how	4.68
fortunate	-1
i	5.92
felt	5.48
to	4.98
be	5.68
a	5.24
part	4.98
of	4.94
something	5.0
that	4.94
be	5.68
truly	6.86
change	5.56
the	4.98
world	6.52
i	5.92
thanked	-1
my	6.16
colleague	5.78
thanked	-1
reed	5.26
thanked	-1
everyone	6.12
in	5.5
that	4.94
room	5.52
who	5.06
d	4.72
make	6.0
netflix	5.96
what	4.8
it	5.02
be	5.68
and	5.22
then	5.34
i	5.92
end	4.36
with	5.72
a	5.24
poem	6.52
of	4.94
my	6.16
own	6.16
it	5.02
be	5.68
the	4.98
only	4.92
part	4.98
of	4.94
my	6.16
speech	5.32
that	4.94
i	5.92
typed	-1
out	4.62
unfold	5.46
the	4.98
paper	5.8
and	5.22
clearing	-1
my	6.16
throat	5.0
i	5.92
begin	6.28
i	5.92
m	5.06
a	5.24
little	4.6
surprised	6.72
if	4.66
i	5.92
may	5.48
by	4.98
the	4.98
tone	5.44
of	4.94
the	4.98
rhyme	6.76
here	5.48
today	6.22
i	5.92
expect	5.9
some	5.02
toast	6.86
and	5.22
instead	4.92
i	5.92
get	5.92
roast	6.5
well	6.68
two	5.4
can	5.62
play	7.26
that	4.94
game	6.92
i	5.92
say	5.54
i	5.92
go	5.54
on	5.56
roast	6.5
many	5.82
of	4.94
my	6.16
colleague	5.78
most	6.22
of	4.94
whom	4.94
have	5.82
already	5.28
