	-1
act	6.0
like	7.22
it	5.02
s	5.04
de	4.82
minimus	-1
in	5.5
many	5.82
way	5.24
it	5.02
be	5.68
at	4.9
the	4.98
same	5.36
time	5.74
it	5.02
be	5.68
the	4.98
basis	5.38
by	4.98
which	4.94
abbott	-1
start	6.1
to	4.98
take	5.18
advantage	6.84
of	4.94
us	6.26
that	4.94
be	5.68
no	3.48
we	6.38
don	4.98
t	4.84
want	5.7
to	4.98
review	5.32
it	5.02
yet	4.7
and	5.22
i	5.92
say	5.54
wait	3.74
a	5.24
minute	5.5
we	6.38
ve	4.92
get	5.92
the	4.98
right	6.54
to	4.98
offer	6.62
it	5.02
to	4.98
you	6.24
and	5.22
then	5.34
you	6.24
have	5.82
day	6.24
well	6.68
let	5.38
s	5.04
talk	6.06
about	5.16
that	4.94
after	5.08
about	5.16
ninety	-1
day	6.24
we	6.38
would	5.38
say	5.54
the	4.98
ninety	-1
day	6.24
have	5.82
already	5.28
go	5.54
by	4.98
they	5.62
say	5.54
we	6.38
haven	6.54
t	4.84
start	6.1
yet	4.7
they	5.62
become	5.7
more	6.24
and	5.22
more	6.24
aggressive	3.8
that	4.94
what	4.8
they	5.62
really	5.84
want	5.7
be	5.68
the	4.98
ability	6.68
to	4.98
make	6.0
a	5.24
deal	6.32
on	5.56
any	5.22
one	5.4
of	4.94
our	6.08
project	5.74
whenever	4.92
they	5.62
want	5.7
to	4.98
and	5.22
that	4.94
be	5.68
not	3.86
what	4.8
we	6.38
have	5.82
in	5.5
mind	6.04
so	5.08
a	5.24
couple	7.3
of	4.94
thing	5.58
happen	5.28
one	5.4
of	4.94
them	4.92
w	4.86
as	5.22
i	5.92
go	5.54
to	4.98
jim	5.26
vincent	5.46
who	5.06
cut	3.42
the	4.98
original	6.36
abbott	-1
diagnostic	5.02
deal	6.32
with	5.72
us	6.26
he	5.42
be	5.68
now	5.9
at	4.9
allied	5.88
and	5.22
i	5.92
get	5.92
them	4.92
interested	6.84
in	5.5
work	5.24
with	5.72
amgen	-1
his	5.56
attorney	4.12
be	5.68
in	5.5
disagreement	-1
and	5.22
then	5.34
they	5.62
get	5.92
all	6.22
worried	2.42
over	4.82
what	4.8
abbott	-1
might	5.08
do	5.76
to	4.98
us	6.26
get	5.92
pretty	7.32
mad	2.6
because	5.0
i	5.92
thought	6.38
that	4.94
we	6.38
be	5.68
pretty	7.32
well	6.68
protect	6.8
and	5.22
we	6.38
be	5.68
i	5.92
felt	5.48
that	4.94
i	5.92
have	5.82
to	4.98
go	5.54
back	5.18
to	4.98
abbott	-1
and	5.22
renegotiate	-1
something	5.0
what	4.8
i	5.92
elect	-1
to	4.98
do	5.76
be	5.68
to	4.98
get	5.92
abbott	-1
interested	6.84
in	5.5
a	5.24
diagnostic	5.02
program	5.68
with	5.72
amgen	-1
i	5.92
want	5.7
a	5.24
big	6.22
one	5.4
and	5.22
i	5.92
knew	5.94
that	4.94
i	5.92
be	5.68
valuable	7.12
property	5.86
in	5.5
diagnostics	-1
so	5.08
i	5.92
go	5.54
to	4.98
them	4.92
and	5.22
suggest	5.52
a	5.24
four	5.2
or	4.98
five	5.24
million	7.38
dollar	7.02
a	5.24
year	5.38
program	5.68
for	5.22
five	5.24
year	5.38
a	5.24
nineteen	-1
million	7.38
dollar	7.02
program	5.68
they	5.62
decide	5.84
to	4.98
buy	6.28
that	4.94
that	4.94
also	5.42
bury	2.93
the	4.98
hatchet	-1
with	5.72
respect	7.34
to	4.98
this	5.06
agreement	6.32
that	4.94
they	5.62
be	5.68
start	6.1
to	4.98
misconstrue	-1
i	5.92
heard	5.36
later	4.6
that	4.94
bob	5.44
swanson	-1
go	5.54
nut	5.86
he	5.42
say	5.54
nineteen	-1
million	7.38
dollar	7.02
what	4.8
do	5.76
amgen	-1
have	5.82
that	4.94
genentech	-1
doesn	4.71
t	4.84
have	5.82
	-1
tape	5.2
side	5.12
a	5.24
rathmann	-1
we	6.38
knew	5.94
a	5.24
lot	5.78
more	6.24
about	5.16
diagnostics	-1
than	4.74
genentech	-1
we	6.38
be	5.68
way	5.24
ahead	6.08
of	4.94
them	4.92
abbott	-1
sue	4.3
us	6.26
because	5.0
they	5.62
say	5.54
that	4.94
we	6.38
weren	-1
t	4.84
behaving	-1
accord	5.76
to	4.98
the	4.98
contract	5.46
then	5.34
we	6.38
threaten	-1
to	4.98
sue	4.3
them	4.92
the	4.98
number	5.3
i	5.92
picked	6.08
be	5.68
one	5.4
hundred	5.82
and	5.22
fifty	5.71
million	7.38
dollar	7.02
it	5.02
be	5.68
an	4.84
antitrust	-1
suit	5.3
because	5.0
felt	5.48
that	4.94
they	5.62
be	5.68
prevent	5.16
us	6.26
from	5.18
work	5.24
with	5.72
others	5.22
and	5.22
they	5.62
be	5.68
a	5.24
dominant	5.19
force	4.0
in	5.5
the	4.98
diagnostics	-1
field	5.88
by	4.98
that	4.94
time	5.74
so	5.08
that	4.94
s	5.04
against	3.4
the	4.98
law	4.9
so	5.08
i	5.92
threaten	-1
them	4.92
with	5.72
a	5.24
big	6.22
suit	5.3
they	5.62
threaten	-1
back	5.18
and	5.22
then	5.34
we	6.38
say	5.54
hey	6.06
this	5.06
be	5.68
dumb	3.06
why	4.98
doesn	4.71
t	4.84
the	4.98
ceo	5.1
come	5.82
out	4.62
and	5.22
see	6.06
me	6.58
and	5.22
we	6.38
ll	4.82
see	6.06
if	4.66
we	6.38
can	5.62
t	4.84
talk	6.06
bob	5.44
shellitom	-1
the	4.98
ceo	5.1
elect	-1
to	4.98
come	5.82
we	6.38
met	5.82
in	5.5
palm	5.48
spring	7.16
in	5.5
one	5.4
day	6.24
in	5.5
his	5.56
own	6.16
handwritten	-1
scrawl	-1
we	6.38
have	5.82
a	5.24
nineteen	-1
million	7.38
dollar	7.02
deal	6.32
with	5.72
abbott	-1
hughes	5.06
wow	7.46
rathmann	-1
and	5.22
that	4.94
of	4.94
course	5.42
i	5.92
felt	5.48
be	5.68
absolutely	6.3
essential	6.02
we	6.38
couldn	4.49
t	4.84
go	5.54
into	5.04
a	5.24
public	5.18
offering	6.32
in	5.5
the	4.98
summer	6.4
of	4.94
with	5.72
abbott	-1
and	5.22
amgen	-1
sue	4.3
each	5.4
other	5.04
so	5.08
we	6.38
have	5.82
to	4.98
settle	5.08
it	5.02
and	5.22
that	4.94
be	5.68
a	5.24
very	6.12
favorable	7.36
way	5.24
to	4.98
settle	5.08
it	5.02
because	5.0
we	6.38
now	5.9
have	5.82
nineteen	-1
million	7.38
dollar	7.02
come	5.82
in	5.5
and	5.22
we	6.38
have	5.82
a	5.24
nice	7.38
relationship	7.04
on	5.56
diagnostics	-1
that	4.94
become	5.7
an	4.84
important	6.32
part	4.98
of	4.94
our	6.08
research	6.46
it	5.02
be	5.68
also	5.42
a	5.24
neat	6.72
thing	5.58
for	5.22
me	6.58
because	5.0
we	6.38
have	5.82
start	6.1
this	5.06
lab	5.44
at	4.9
boulder	-1
under	4.6
marv	-1
caruthers	-1
because	5.0
he	5.42
want	5.7
to	4.98
have	5.82
his	5.56
own	6.16
private	5.92
thing	5.58
and	5.22
now	5.9
i	5.92
have	5.82
something	5.0
to	4.98
put	5.04
into	5.04
boulder	-1
that	4.94
would	5.38
pay	5.3
the	4.98
bill	3.64
the	4.98
abbott	-1
relationship	7.04
hughes	5.06
be	5.68
it	5.02
consider	5.56
a	5.24
division	4.36
of	4.94
amgen	-1
rathmann	-1
well	6.68
we	6.38
call	5.74
it	5.02
a	5.24
subsidiary	4.9
amgen	-1
boulder	-1
hughes	5.06
what	4.8
be	5.68
it	5.02
to	4.98
do	5.76
rathmann	-1
well	6.68
it	5.02
be	5.68
to	4.98
please	6.36
marv	-1
caruthers	-1
in	5.5
a	5.24
way	5.24
that	4.94
it	5.02
be	5.68
also	5.42
satisfactory	6.44
with	5.72
me	6.58
this	5.06
be	5.68
very	6.12
common	4.92
in	5.5
the	4.98
early	5.66
day	6.24
of	4.94
biotech	-1
you	6.24
would	5.38
have	5.82
somebody	5.3
like	7.22
cohen	5.14
who	5.06
want	5.7
his	5.56
own	6.16
branch	5.52
of	4.94
cetus	-1
cetus	-1
immune	-1
and	5.22
then	5.34
you	6.24
have	5.82
agracetus	-1
and	5.22
then	5.34
you	6.24
have	5.82
this	5.06
and	5.22
that	4.94
those	4.94
thing	5.58
turn	5.2
out	4.62
to	4.98
be	5.68
horrible	2.24
mistake	2.78
primarily	5.42
for	5.22
one	5.4
reason	5.54
in	5.5
their	5.16
desire	6.68
to	4.98
elevate	-1
the	4.98
importance	6.32
of	4.94
the	4.98
subsidiary	4.9
they	5.62
set	5.58
them	4.92
up	6.14
with	5.72
their	5.16
own	6.16
stock	5.8
so	5.08
if	4.66
you	6.24
be	5.68
in	5.5
cetus	-1
immune	-1
you	6.24
would	5.38
get	5.92
cetus	-1
immune	-1
stock	5.8
not	3.86
cetus	-1
stock	5.8
that	4.94
be	5.68
really	5.84
neat	6.72
because	5.0
now	5.9
you	6.24
have	5.82
more	6.24
control	5.38
over	4.82
stock	5.8
value	6.36
that	4.94
wasn	4.63
t	4.84
so	5.08
neat	6.72
when	4.96
nobody	3.64
knew	5.94
how	4.68
to	4.98
make	6.0
that	4.94
stock	5.8
negotiable	-1
what	4.8
do	5.76
you	6.24
sell	5.48
it	5.02
for	5.22
and	5.22
how	4.68
do	5.76
you	6.24
make	6.0
sure	6.32
that	4.94
someone	5.3
s	5.04
get	5.92
something	5.0
out	4.62
of	4.94
it	5.02
if	4.66
they	5.62
get	5.92
no	3.48
value	6.36
they	5.62
might	5.08
as	5.22
well	6.68
stay	5.56
at	4.9
home	7.14
if	4.66
they	5.62
get	5.92
too	5.22
much	5.74
value	6.36
suddenly	4.78
the	4.98
guy	5.92
in	5.5
the	4.98
subsidiarj	-1
be	5.68
make	6.0
ton	5.24
of	4.94
money	7.3
and	5.22
the	4.98
home	7.14
base	5.08
guy	5.92
be	5.68
go	5.54
to	4.98
have	5.82
a	5.24
fit	6.22
so	5.08
what	4.8
do	5.76
when	4.96
set	5.58
up	6.14
amgen	-1
boulder	-1
i	5.92
have	5.82
see	6.06
all	6.22
that	4.94
happen	5.28
i	5.92
resist	4.74
have	5.82
a	5.24
stock	5.8
for	5.22
amgen	-1
boulder	-1
but	4.24
that	4.94
those	4.94
people	6.16
would	5.38
get	5.92
amgen	-1
share	6.78
and	5.22
they	5.62
be	5.68
literally	5.32
right	6.54
smack	4.31
in	5.5
the	4.98
middle	5.34
of	4.94
our	6.08
payscale	-1
in	5.5
the	4.98
middle	5.34
of	4.94
our	6.08
option	5.94
scale	4.88
it	5.02
didn	4.8
t	4.84
quite	5.32
work	5.24
out	4.62
that	4.94
way	5.24
because	5.0
our	6.08
personnel	5.38
people	6.16
kept	5.74
harp	-1
on	5.56
the	4.98
fact	5.9
that	4.94
boulder	-1
have	5.82
a	5.24
low	3.66
cost	4.1
base	5.08
than	4.74
los	4.7
angeles	5.84
therefore	5.08
we	6.38
should	5.24
maintain	5.76
some	5.02
kind	7.24
of	4.94
salary	7.22
differential	5.1
i	5.92
fought	3.1
that	4.94
tooth	4.84
and	5.22
nail	4.7
i	5.92
just	5.76
say	5.54
	-1
hey	6.06
we	6.38
re	4.88
one	5.4
company	5.44
we	6.38
can	5.62
t	4.84
punish	-1
these	5.1
people	6.16
for	5.22
be	5.68
in	5.5
a	5.24
low	3.66
cost	4.1
base	5.08
they	5.62
say	5.54
they	5.62
be	5.68
not	3.86
be	5.68
punish	-1
they	5.62
re	4.88
able	6.56
to	4.98
get	5.92
by	4.98
on	5.56
a	5.24
low	3.66
cost	4.1
of	4.94
living	6.68
so	5.08
they	5.62
should	5.24
be	5.68
able	6.56
to	4.98
get	5.92
by	4.98
with	5.72
less	4.1
money	7.3
no	3.48
let	5.38
s	5.04
forget	3.22
that	4.94
so	5.08
i	5.92
fought	3.1
it	5.02
quite	5.32
a	5.24
bit	4.54
and	5.22
we	6.38
end	4.36
up	6.14
with	5.72
the	4.98
same	5.36
base	5.08
scale	4.88
in	5.5
both	5.9
place	5.56
that	4.94
have	5.82
serious	4.42
consequence	4.36
that	4.94
be	5.68
you	6.24
couldn	4.49
t	4.84
pull	4.74
anybody	4.96
out	4.62
of	4.94
boulder	-1
and	5.22
put	5.04
them	4.92
in	5.5
los	4.7
angeles	5.84
so	5.08
we	6.38
have	5.82
no	3.48
reason	5.54
to	4.98
hope	7.38
that	4.94
we	6.38
could	5.52
integrate	-1
these	5.1
people	6.16
back	5.18
and	5.22
forth	5.74
you	6.24
couldn	4.49
t	4.84
get	5.92
anybody	4.96
to	4.98
move	5.72
out	4.62
of	4.94
boulder	-1
they	5.62
be	5.68
get	5.92
the	4.98
same	5.36
pay	5.3
and	5.22
they	5.62
have	5.82
much	5.74
low	3.66
cost	4.1
and	5.22
they	5.62
be	5.68
in	5.5
the	4.98
mountain	6.4
so	5.08
we	6.38
never	3.34
do	5.76
get	5.92
proper	5.94
integration	5.86
but	4.24
we	6.38
have	5.82
a	5.24
very	6.12
effective	6.76
organization	5.98
hughes	5.06
how	4.68
long	4.74
do	5.76
it	5.02
last	3.74
rathmann	-1
i	5.92
guess	5.64
it	5.02
exists	6.34
today	6.22
as	5.22
a	5.24
subsidiary	4.9
it	5.02
s	5.04
all	6.22
amgen	-1
hughes	5.06
what	4.8
be	5.68
caruthers	-1
initially	5.2
work	5.24
on	5.56
rathmann	-1
the	4.98
first	6.82
thing	5.58
that	4.94
he	5.42
want	5.7
to	4.98
work	5.24
on	5.56
be	5.68
synthesize	-1
gene	5.42
he	5.42
synthesize	-1
gamma	-1
interferon	-1
gene	5.42
there	5.1
be	5.68
quite	5.32
a	5.24
few	4.5
now	5.9
that	4.94
i	5.92
think	6.2
about	5.16
it	5.02
most	6.22
of	4.94
them	4.92
weren	-1
t	4.84
that	4.94
important	6.32
eventually	5.28
but	4.24
one	5.4
of	4.94
the	4.98
other	5.04
thing	5.58
he	5.42
point	5.42
out	4.62
to	4.98
me	6.58
be	5.68
that	4.94
with	5.72
the	4.98
ability	6.68
to	4.98
make	6.0
gene	5.42
sequence	5.88
short	4.46
one	5.4
like	7.22
ten	5.44
and	5.22
twelve	5.38
base	5.08
you	6.24
could	5.52
be	5.68
a	5.24
vendor	-1
of	4.94
gene	5.42
sequence	5.88
if	4.66
people	6.16
want	5.7
fifteen	5.86
base	5.08
in	5.5
a	5.24
row	4.94
you	6.24
would	5.38
make	6.0
it	5.02
for	5.22
them	4.92
and	5.22
send	5.38
it	5.02
to	4.98
them	4.92
the	4.98
price	5.0
tag	5.08
for	5.22
this	5.06
if	4.66
you	6.24
count	5.5
it	5.02
out	4.62
on	5.56
a	5.24
pound	4.98
basis	5.38
be	5.68
about	5.16
a	5.24
billion	7.56
dollar	7.02
a	5.24
pound	4.98
so	5.08
you	6.24
re	4.88
sell	5.48
your	5.6
stuff	5.58
at	4.9
a	5.24
billion	7.56
dollar	7.02
a	5.24
pound	4.98
but	4.24
you	6.24
re	4.88
sell	5.48
microgram	-1
at	4.9
a	5.24
time	5.74
as	5.22
a	5.24
matter	5.4
of	4.94
fact	5.9
it	5.02
becomes	5.8
a	5.24
relatively	5.6
complicate	-1
business	5.94
for	5.22
what	4.8
might	5.08
be	5.68
ten	5.44
or	4.98
fifteen	5.86
thousand	5.9
dollar	7.02
a	5.24
year	5.38
so	5.08
you	6.24
know	6.1
on	5.56
the	4.98
one	5.4
hand	5.9
it	5.02
be	5.68
go	5.54
to	4.98
be	5.68
profitable	-1
because	5.0
you	6.24
know	6.1
you	6.24
re	4.88
sell	5.48
something	5.0
at	4.9
an	4.84
enormous	5.6
cost	4.1
per	5.0
gram	-1
or	4.98
per	5.0
pound	4.98
on	5.56
the	4.98
other	5.04
hand	5.9
you	6.24
re	4.88
do	5.76
a	5.24
lot	5.78
of	4.94
mickey	-1
mouse	5.36
bookkeeping	-1
and	5.22
everything	5.96
else	4.76
for	5.22
what	4.8
s	5.04
a	5.24
half	4.6
a	5.24
million	7.38
dollar	7.02
business	5.94
so	5.08
it	5.02
s	5.04
pretty	7.32
small	4.52
the	4.98
first	6.82
thing	5.58
marv	-1
saw	5.44
be	5.68
that	4.94
you	6.24
could	5.52
be	5.68
a	5.24
business	5.94
sell	5.48
hybridization	-1
probe	-1
and	5.22
short	4.46
gene	5.42
sequence	5.88
hughes	5.06
fairly	6.28
soon	6.34
didn	4.8
t	4.84
gene	5.42
synthesizer	-1
come	5.82
in	5.5
rathmann	-1
yes	6.74
it	5.02
s	5.04
hard	4.1
for	5.22
me	6.58
to	4.98
picture	6.64
the	4.98
exact	6.04
date	6.32
it	5.02
be	5.68
certainly	6.06
after	5.08
and	5.22
it	5.02
be	5.68
probably	5.64
before	5.1
the	4.98
end	4.36
of	4.94
hughes	5.06
that	4.94
be	5.68
go	5.54
to	4.98
kill	1.56
that	4.94
business	5.94
wasn	4.63
t	4.84
it	5.02
rathmann	-1
yes	6.74
that	4.94
would	5.38
kill	1.56
that	4.94
business	5.94
we	6.38
never	3.34
get	5.92
into	5.04
it	5.02
so	5.08
it	5.02
didn	4.8
t	4.84
really	5.84
kill	1.56
our	6.08
business	5.94
because	5.0
we	6.38
recognize	6.08
the	4.98
impracticality	-1
of	4.94
the	4.98
number	5.3
of	4.94
potential	6.68
buyer	6.18
and	5.22
the	4.98
total	5.78
dollar	7.02
figure	5.5
the	4.98
price	5.0
per	5.0
pound	4.98
always	6.48
stayed	5.4
very	6.12
attractive	7.48
but	4.24
overall	5.44
it	5.02
wasn	4.63
t	4.84
an	4.84
attractive	7.48
business	5.94
hughes	5.06
i	5.92
know	6.1
from	5.18
reading	6.78
the	4.98
chemical	4.18
heritage	6.68
foundation	5.66
oral	5.84
history	5.84
that	4.94
m	5.06
have	5.82
a	5.24
policy	4.74
of	4.94
give	6.54
scientist	6.18
percent	5.34
time	5.74
to	4.98
work	5.24
on	5.56
their	5.16
own	6.16
research	6.46
project	5.74
wonder	7.08
if	4.66
you	6.24
have	5.82
anything	5.34
similar	5.96
at	4.9
amgen	-1
	-1
rathmann	-1
well	6.68
we	6.38
probably	5.64
do	5.76
but	4.24
it	5.02
wasn	4.63
t	4.84
give	6.54
the	4.98
visibility	-1
of	4.94
the	4.98
m	5.06
system	5.3
m	5.06
really	5.84
advertised	-1
that	4.94
scientist	6.18
have	5.82
percent	5.34
of	4.94
their	5.16
time	5.74
although	4.58
when	4.96
be	5.68
hire	6.5
by	4.98
m	5.06
it	5.02
wasn	4.63
t	4.84
a	5.24
factor	5.1
in	5.5
my	6.16
think	6.2
because	5.0
i	5.92
be	5.68
in	5.5
love	8.42
with	5.72
the	4.98
project	5.74
i	5.92
have	5.82
didn	4.8
t	4.84
need	4.84
percent	5.34
of	4.94
my	6.16
time	5.74
for	5.22
something	5.0
else	4.76
i	5.92
like	7.22
what	4.8
i	5.92
be	5.68
go	5.54
to	4.98
do	5.76
so	5.08
maybe	4.7
that	4.94
s	5.04
why	4.98
it	5.02
didn	4.8
t	4.84
affect	4.92
me	6.58
i	5.92
certainly	6.06
use	5.64
it	5.02
myself	6.3
when	4.96
i	5.92
be	5.68
recruiting	-1
for	5.22
m	5.06
hughes	5.06
i	5.92
presume	-1
that	4.94
you	6.24
coin	6.54
the	4.98
term	4.94
exploratory	-1
research	6.46
rathmann	-1
at	4.9
m	5.06
they	5.62
call	5.74
it	5.02
exploratory	-1
research	6.46
project	5.74
in	5.5
every	5.64
division	4.36
there	5.1
would	5.38
be	5.68
exploratory	-1
research	6.46
and	5.22
you	6.24
could	5.52
charge	4.9
it	5.02
even	5.58
well	6.68
than	4.74
that	4.94
be	5.68
that	4.94
you	6.24
didn	4.8
t	4.84
have	5.82
to	4.98
identify	5.58
it	5.02
and	5.22
charge	4.9
it	5.02
to	4.98
anything	5.34
you	6.24
just	5.76
do	5.76
it	5.02
there	5.1
be	5.68
certainly	6.06
a	5.24
lot	5.78
of	4.94
that	4.94
at	4.9
m	5.06
the	4.98
reason	5.54
be	5.68
that	4.94
no	3.48
matter	5.4
how	4.68
acceptable	6.67
it	5.02
be	5.68
if	4.66
some	5.02
bos	-1
look	5.54
at	4.9
a	5.24
piece	5.26
of	4.94
paper	5.8
that	4.94
say	5.54
we	6.38
spent	4.76
last	3.74
year	5.38
on	5.56
exploratory	-1
research	6.46
the	4.98
next	5.62
thing	5.58
he	5.42
s	5.04
go	5.54
to	4.98
say	5.54
be	5.68
what	4.8
do	5.76
i	5.92
get	5.92
for	5.22
it	5.02
all	6.22
you	6.24
have	5.82
to	4.98
do	5.76
about	5.16
exploratory	-1
research	6.46
be	5.68
keep	5.86
ask	5.2
what	4.8
be	5.68
i	5.92
get	5.92
from	5.18
it	5.02
and	5.22
it	5.02
cease	4.32
to	4.98
exist	5.9
people	6.16
can	5.62
t	4.84
tell	5.42
you	6.24
what	4.8
they	5.62
re	4.88
go	5.54
to	4.98
do	5.76
with	5.72
it	5.02
when	4.96
they	5.62
don	4.98
t	4.84
know	6.1
what	4.8
it	5.02
be	5.68
yet	4.7
if	4.66
it	5.02
s	5.04
truly	6.86
exploratory	-1
but	4.24
the	4.98
idea	7.06
with	5.72
m	5.06
be	5.68
pretty	7.32
well	6.68
respect	7.34
and	5.22
it	5.02
s	5.04
pretty	7.32
solid	5.92
that	4.94
be	5.68
you	6.24
ought	4.76
to	4.98
have	5.82
a	5.24
chance	6.44
to	4.98
sell	5.48
your	5.6
idea	7.06
to	4.98
management	4.76
by	4.98
have	5.82
a	5.24
certain	6.06
amount	5.84
of	4.94
time	5.74
and	5.22
money	7.3
you	6.24
can	5.62
put	5.04
in	5.5
to	4.98
test	4.06
some	5.02
idea	7.06
then	5.34
you	6.24
have	5.82
enough	5.46
information	6.48
that	4.94
you	6.24
can	5.62
sell	5.48
it	5.02
at	4.9
its	4.96
best	7.18
that	4.94
s	5.04
how	4.68
the	4.98
system	5.3
work	5.24
hughes	5.06
but	4.24
what	4.8
about	5.16
at	4.9
amgen	-1
rathmann	-1
i	5.92
think	6.2
we	6.38
have	5.82
the	4.98
practice	5.8
without	3.54
the	4.98
power	6.68
we	6.38
have	5.82
plenty	6.98
of	4.94
these	5.1
i	5.92
remember	6.42
joan	5.48
egrie	-1
be	5.68
in	5.5
the	4.98
epo	-1
program	5.68
say	5.54
i	5.92
think	6.2
there	5.1
s	5.04
something	5.0
really	5.84
funny	7.92
about	5.16
the	4.98
way	5.24
antibody	-1
be	5.68
react	5.16
to	4.98
our	6.08
molecule	-1
you	6.24
knew	5.94
that	4.94
she	6.18
be	5.68
investigate	5.1
on	5.56
her	5.84
own	6.16
what	4.8
be	5.68
interest	6.36
there	5.1
we	6.38
didn	4.8
t	4.84
have	5.82
a	5.24
lot	5.78
of	4.94
problem	2.98
with	5.72
that	4.94
one	5.4
of	4.94
the	4.98
way	5.24
you	6.24
accomplish	-1
the	4.98
m	5.06
result	6.0
be	5.68
that	4.94
you	6.24
aren	-1
t	4.84
super	7.68
quantitative	5.44
in	5.5
accounting	4.86
for	5.22
people	6.16
s	5.04
time	5.74
and	5.22
place	5.56
you	6.24
don	4.98
t	4.84
try	6.02
to	4.98
run	5.48
it	5.02
to	4.98
the	4.98
near	5.72
half	4.6
hour	5.32
and	5.22
therefore	5.08
there	5.1
be	5.68
enough	5.46
slop	-1
in	5.5
the	4.98
system	5.3
that	4.94
someone	5.3
can	5.62
easily	7.02
put	5.04
in	5.5
six	5.34
hour	5.32
a	5.24
week	5.08
for	5.22
a	5.24
few	4.5
week	5.08
at	4.9
least	4.0
without	3.54
run	5.48
into	5.04
a	5.24
problem	2.98
and	5.22
somebody	5.3
say	5.54
oh	4.84
look	5.54
at	4.9
your	5.6
output	5.86
you	6.24
re	4.88
not	3.86
spending	5.24
enough	5.46
time	5.74
on	5.56
these	5.1
other	5.04
thing	5.58
you	6.24
must	4.82
be	5.68
spending	5.24
some	5.02
time	5.74
on	5.56
something	5.0
else	4.76
you	6.24
aren	-1
t	4.84
that	4.94
quantitative	5.44
think	6.2
it	5.02
s	5.04
very	6.12
important	6.32
i	5.92
think	6.2
the	4.98
m	5.06
system	5.3
have	5.82
a	5.24
lot	5.78
of	4.94
value	6.36
because	5.0
what	4.8
it	5.02
do	5.76
encourage	6.9
be	5.68
initiative	6.52
and	5.22
that	4.94
s	5.04
one	5.4
of	4.94
the	4.98
key	5.82
to	4.98
really	5.84
successful	8.16
r	4.78
d	4.72
particularly	5.46
in	5.5
the	4.98
front	5.58
year	5.38
development	6.38
can	5.62
t	4.84
be	5.68
run	5.48
this	5.06
way	5.24
because	5.0
you	6.24
ve	4.92
get	5.92
time	5.74
date	6.32
and	5.22
all	6.22
the	4.98
rest	7.18
you	6.24
ve	4.92
get	5.92
to	4.98
adhere	-1
to	4.98
hughes	5.06
well	6.68
it	5.02
seem	5.24
to	4.98
me	6.58
a	5.24
system	5.3
that	4.94
would	5.38
be	5.68
particularly	5.46
apt	5.72
in	5.5
early	5.66
biotechnology	-1
where	5.02
so	5.08
many	5.82
scientist	6.18
come	5.82
from	5.18
academia	-1
rathmann	-1
what	4.8
turn	5.2
out	4.62
to	4.98
be	5.68
a	5.24
driver	5.7
of	4.94
some	5.02
level	5.6
of	4.94
bureaucracy	-1
be	5.68
the	4.98
interdependence	-1
of	4.94
the	4.98
scientist	6.18
that	4.94
be	5.68
on	5.56
any	5.22
kind	7.24
of	4.94
a	5.24
program	5.68
like	7.22
the	4.98
kind	7.24
we	6.38
put	5.04
together	6.8
for	5.22
amgen	-1
in	5.5
other	5.04
word	5.56
those	4.94
ten	5.44
project	5.74
have	5.82
real	6.78
objective	5.7
and	5.22
even	5.58
though	4.78
you	6.24
re	4.88
run	5.48
a	5.24
project	5.74
you	6.24
re	4.88
dependent	4.52
upon	5.34
several	5.66
other	5.04
group	5.92
to	4.98
meet	6.38
your	5.6
goal	7.02
for	5.22
example	5.58
you	6.24
might	5.08
be	5.68
depend	5.24
upon	5.34
a	5.24
fermentation	-1
group	5.92
to	4.98
make	6.0
fifty	5.71
microgram	-1
of	4.94
your	5.6
material	5.62
you	6.24
might	5.08
be	5.68
dependent	4.52
upon	5.34
some	5.02
protein	6.2
characterization	-1
group	5.92
to	4.98
	-1
hughes	5.06
rathmann	-1
hughes	5.06
rathmann	-1
determine	5.8
the	4.98
exact	6.04
structure	5.36
of	4.94
the	4.98
protein	6.2
which	4.94
be	5.68
make	6.0
scientist	6.18
be	5.68
very	6.12
much	5.74
a	5.24
part	4.98
of	4.94
the	4.98
right	6.54
direction	5.54
here	5.48
what	4.8
you	6.24
can	5.62
t	4.84
afford	6.16
be	5.68
to	4.98
have	5.82
someone	5.3
promise	7.18
you	6.24
a	5.24
certain	6.06
reagent	-1
or	4.98
a	5.24
certain	6.06
result	6.0
april	6.36
and	5.22
then	5.34
find	6.0
out	4.62
you	6.24
re	4.88
still	5.14
wait	3.74
for	5.22
it	5.02
in	5.5
september	6.34
you	6.24
start	6.1
to	4.98
go	5.54
stark	-1
rave	-1
mad	2.6
because	5.0
your	5.6
whole	5.88
timetable	-1
be	5.68
hinge	-1
on	5.56
somebody	5.3
produce	6.26
something	5.0
for	5.22
you	6.24
so	5.08
the	4.98
interlock	-1
of	4.94
the	4.98
various	5.78
type	5.56
of	4.94
group	5.92
and	5.22
the	4.98
type	5.56
of	4.94
thing	5.58
you	6.24
need	4.84
tend	5.3
to	4.98
cause	5.22
you	6.24
to	4.98
say	5.54
finally	5.58
hey	6.06
i	5.92
d	4.72
like	7.22
to	4.98
see	6.06
a	5.24
little	4.6
more	6.24
planning	6.16
around	5.62
here	5.48
i	5.92
ve	4.92
wait	3.74
for	5.22
six	5.34
week	5.08
for	5.22
the	4.98
monoclonal	-1
antibody	-1
people	6.16
to	4.98
give	6.54
me	6.58
a	5.24
monoclonal	-1
antibody	-1
and	5.22
i	5.92
